e1,r,e2
5695,paper_in_venue,4113
15935,author_in_affiliation,1331
10169,paper_in_domain,1909
6777,author_in_affiliation,1151
16332,author_in_affiliation,2292
9226,paper_in_domain,1190
11768,author_write_paper,12239
2666,paper_in_venue,4124
8210,paper_cite_paper,6026
15050,author_write_paper,14849
8488,paper_in_domain,364
8412,paper_in_domain,2446
13344,paper_in_domain,3778
11112,paper_in_domain,1930
4321,paper_in_venue,4134
8214,paper_in_domain,203
14740,paper_in_domain,717
14151,paper_cite_paper,8041
13158,paper_in_domain,1587
13042,author_write_paper,5519
8424,paper_in_domain,1856
11476,paper_cite_paper,8257
7865,author_in_affiliation,1474
8258,paper_in_domain,1856
4364,paper_in_domain,1104
7240,paper_in_venue,4119
4826,paper_in_domain,387
11278,paper_cite_paper,12101
8036,paper_cite_paper,12013
6235,paper_cite_paper,7255
16037,author_in_affiliation,1017
14661,paper_in_domain,2616
6767,author_in_affiliation,1331
5471,paper_in_domain,790
13021,paper_in_domain,3792
12553,paper_in_domain,397
6317,paper_in_domain,1478
15170,author_write_paper,5546
11142,paper_in_domain,1964
15022,author_write_paper,14563
11103,author_write_paper,8845
4054,author_in_affiliation,1099
4847,paper_in_domain,382
1573,author_write_paper,8587
12912,paper_in_domain,500
5441,author_write_paper,6681
10832,paper_in_venue,4107
6663,author_in_affiliation,4278
9753,paper_cite_paper,13005
15673,author_write_paper,10718
14873,paper_in_domain,423
13224,author_write_paper,9128
1563,author_write_paper,2219
14386,paper_in_venue,4126
9373,paper_in_domain,1
12515,author_write_paper,10887
10047,paper_cite_paper,13943
8272,author_in_affiliation,1404
8953,paper_in_domain,3160
4464,paper_in_domain,1652
5996,paper_cite_paper,8915
4539,paper_in_domain,1302
9703,author_write_paper,9009
6755,paper_in_domain,2137
13853,paper_in_domain,1804
14547,paper_in_domain,2795
11896,paper_in_venue,4119
8616,paper_in_domain,572
7972,author_write_paper,12417
12589,paper_in_domain,2081
7657,paper_in_domain,1119
4822,paper_in_domain,1478
8125,author_write_paper,9097
13884,paper_cite_paper,10196
8695,paper_in_domain,2099
11956,paper_in_venue,4123
9871,paper_in_domain,1212
10625,paper_cite_paper,8165
8381,paper_in_domain,2970
7592,author_write_paper,5478
14498,paper_in_domain,841
14037,paper_in_domain,1899
3410,author_write_paper,14186
14964,author_in_affiliation,2049
12155,paper_in_venue,4119
10343,paper_cite_paper,6513
13914,paper_in_domain,387
12666,paper_in_domain,1128
10793,paper_cite_paper,13510
7962,author_write_paper,11077
13742,paper_in_domain,1077
10515,paper_in_domain,1720
5835,paper_in_venue,4113
11905,author_write_paper,10225
14073,paper_in_venue,4088
570,paper_in_domain,699
6704,author_write_paper,7402
13061,paper_in_domain,1635
12467,author_in_affiliation,1151
14211,author_write_paper,8100
12422,author_write_paper,8657
11479,paper_in_domain,2320
12851,author_write_paper,7375
9712,paper_in_domain,1828
1414,paper_in_domain,1420
7338,author_in_affiliation,639
12724,author_write_paper,13891
12921,paper_cite_paper,9920
7972,author_write_paper,4514
10814,paper_cite_paper,11298
10964,paper_in_domain,1286
13075,author_write_paper,6161
7574,paper_cite_paper,14735
9851,paper_cite_paper,9484
9978,paper_in_domain,759
10044,paper_in_domain,2364
11499,paper_cite_paper,4963
12501,paper_in_domain,1227
9384,paper_cite_paper,14318
11245,author_in_affiliation,2359
13903,paper_in_venue,4109
13871,paper_cite_paper,7806
9953,author_write_paper,9445
12174,author_write_paper,7018
11557,author_write_paper,9611
15234,author_write_paper,9405
7618,paper_in_domain,559
9164,author_write_paper,2637
11300,author_write_paper,4617
11927,paper_in_domain,1333
9358,paper_cite_paper,14673
14319,author_write_paper,9348
8675,author_write_paper,12907
12701,paper_in_domain,203
8167,paper_in_venue,4097
8075,paper_in_venue,4109
9332,paper_in_domain,1648
13112,paper_cite_paper,11735
6304,paper_cite_paper,14785
12527,paper_in_domain,2366
4926,paper_in_domain,2440
13674,paper_in_domain,2342
11632,paper_in_venue,4088
7011,author_in_affiliation,1151
13960,paper_cite_paper,12416
8804,paper_cite_paper,4447
7714,author_in_affiliation,982
9052,paper_cite_paper,8114
7420,author_write_paper,8893
6582,author_write_paper,9265
14510,author_in_affiliation,706
7897,author_in_affiliation,3112
2263,paper_cite_paper,14384
11522,author_in_affiliation,2409
2859,author_write_paper,4940
3857,author_write_paper,7490
7562,paper_cite_paper,14278
12909,author_write_paper,14749
5219,paper_in_domain,3142
5270,paper_in_domain,36
11593,paper_in_domain,994
8103,author_write_paper,5959
3488,author_write_paper,11591
11342,paper_in_domain,2591
5702,author_write_paper,13298
13620,paper_in_domain,2985
5083,paper_in_domain,817
12180,author_in_affiliation,1169
5915,paper_in_domain,1485
9587,author_write_paper,11841
4435,paper_in_domain,2978
13667,paper_in_domain,1951
12175,paper_cite_paper,13466
11351,paper_in_domain,656
5072,paper_in_domain,2772
4504,paper_in_domain,1104
14788,author_in_affiliation,2980
6522,author_write_paper,5432
9558,paper_in_venue,4109
9605,author_write_paper,12066
10929,paper_in_venue,4088
4815,paper_in_domain,1930
14651,paper_cite_paper,11433
10089,paper_in_venue,4123
13022,author_in_affiliation,4044
10599,paper_in_domain,1098
14011,paper_cite_paper,14040
14825,author_write_paper,8381
16054,author_in_affiliation,1762
7464,paper_in_venue,4117
12102,paper_in_venue,4123
14218,paper_in_domain,1807
16199,author_write_paper,11771
4876,paper_in_domain,2716
7530,paper_in_domain,1713
13679,paper_in_domain,1722
14578,paper_cite_paper,11044
6914,paper_in_domain,3736
4548,paper_cite_paper,4567
4971,author_in_affiliation,1279
4487,paper_in_venue,4119
13459,paper_in_domain,3113
13516,author_write_paper,8256
8240,paper_cite_paper,8696
5794,paper_in_domain,538
10009,author_write_paper,11167
15393,author_in_affiliation,475
4929,paper_in_domain,2650
12263,author_in_affiliation,1771
6818,author_write_paper,5470
299,paper_in_domain,2574
13389,paper_in_domain,2747
4356,paper_cite_paper,8761
4163,author_write_paper,8079
6209,paper_in_domain,1560
5765,paper_in_domain,187
13910,paper_in_domain,2795
5204,paper_in_venue,4134
7565,paper_in_domain,153
4074,author_write_paper,856
4586,paper_in_domain,2386
4702,paper_in_domain,203
9382,paper_in_domain,1155
10480,paper_cite_paper,7377
5146,paper_cite_paper,4330
8978,paper_in_venue,4109
5899,paper_in_domain,852
6610,paper_in_domain,1616
11329,paper_in_domain,305
13621,author_write_paper,14066
10122,author_in_affiliation,1583
291,author_in_affiliation,445
8588,paper_in_venue,4123
12999,paper_in_domain,1213
10085,paper_in_venue,4107
13627,paper_cite_paper,6455
11663,paper_in_domain,1478
13222,paper_in_domain,1655
1614,paper_in_domain,539
15579,author_write_paper,14607
473,author_write_paper,11324
9576,author_write_paper,10567
13923,paper_in_domain,389
9292,paper_in_domain,656
15475,author_in_affiliation,1181
11578,paper_cite_paper,14443
9077,author_write_paper,5983
10952,author_write_paper,13411
11052,paper_in_domain,490
3857,author_write_paper,8372
14046,paper_in_domain,790
3795,author_write_paper,11633
8446,paper_in_domain,317
5626,paper_in_domain,2329
7837,paper_in_domain,1193
9320,paper_in_domain,2350
12007,author_in_affiliation,1151
16092,author_write_paper,5433
10463,paper_in_domain,18
14231,author_write_paper,4781
9894,paper_in_domain,16
11609,paper_in_domain,2759
14559,author_in_affiliation,1232
13448,paper_in_domain,2364
10706,paper_in_domain,3761
10985,paper_in_domain,790
12734,author_in_affiliation,1541
12615,paper_in_domain,2723
12528,paper_in_domain,1856
12953,author_in_affiliation,4272
13043,paper_in_domain,2339
9770,paper_cite_paper,5341
15141,author_write_paper,13194
3617,author_in_affiliation,794
8214,paper_in_domain,2343
5971,paper_in_venue,4097
16350,author_in_affiliation,2780
8836,author_in_affiliation,22
6759,paper_in_domain,1212
8023,paper_in_domain,364
14031,paper_in_domain,133
837,author_in_affiliation,1232
9807,author_in_affiliation,1151
4496,paper_in_domain,807
15312,author_in_affiliation,4264
7245,paper_in_venue,4108
5169,paper_in_domain,3068
8650,paper_in_domain,824
10793,paper_in_domain,1425
9747,author_write_paper,14098
4954,paper_in_domain,2502
8692,paper_cite_paper,9059
4943,paper_in_domain,161
8153,author_write_paper,2971
4675,paper_cite_paper,12310
1316,author_write_paper,14699
8499,paper_in_domain,994
5208,author_write_paper,7159
12770,paper_in_domain,951
3548,author_write_paper,13011
10356,paper_cite_paper,8448
12188,paper_in_domain,27
14251,paper_cite_paper,10639
16049,author_in_affiliation,4264
6923,paper_in_domain,1116
10165,paper_in_venue,4109
5575,paper_cite_paper,6461
13475,paper_in_domain,2926
13885,author_in_affiliation,1169
12402,author_write_paper,12219
9965,paper_cite_paper,14433
6029,author_write_paper,4687
4421,paper_in_domain,1548
9657,paper_in_domain,235
11229,paper_cite_paper,11040
5923,paper_in_domain,782
9265,paper_in_domain,1804
4957,author_write_paper,10454
9765,paper_in_domain,2871
13221,paper_in_domain,150
12511,paper_in_domain,2574
8005,author_write_paper,4607
10627,paper_in_domain,818
13513,paper_in_domain,203
10460,paper_in_venue,4088
13340,paper_in_domain,1302
4527,paper_in_domain,2228
13012,paper_in_domain,2309
4349,paper_in_domain,235
12256,paper_in_domain,656
5256,paper_cite_paper,5512
7293,paper_in_domain,1561
4487,paper_in_domain,1856
8850,paper_in_domain,2173
11175,paper_in_venue,4106
12754,paper_in_domain,2543
14514,paper_in_domain,2110
10823,author_write_paper,12771
11875,paper_in_domain,2574
1975,author_write_paper,11455
10063,author_write_paper,7457
4567,paper_cite_paper,9159
10141,paper_in_domain,2795
8064,paper_in_domain,387
7289,paper_cite_paper,5892
3258,author_write_paper,13120
4363,paper_in_domain,1856
7790,paper_in_domain,104
13946,paper_cite_paper,9005
8265,author_in_affiliation,4225
11853,paper_in_domain,2679
4899,paper_cite_paper,5062
9362,paper_in_domain,877
6914,paper_in_domain,1946
11682,author_write_paper,9373
14515,paper_cite_paper,14856
2427,author_write_paper,4398
13619,paper_cite_paper,9160
13213,paper_in_venue,4114
8057,paper_in_domain,2200
8214,paper_cite_paper,9815
11643,paper_in_domain,695
12063,paper_cite_paper,8689
6706,author_write_paper,9278
3221,author_in_affiliation,1474
5785,author_write_paper,5579
4642,author_write_paper,8874
11109,paper_in_domain,3743
13296,author_in_affiliation,2409
7459,paper_cite_paper,5546
9821,paper_in_domain,2926
11710,author_write_paper,5941
12807,author_write_paper,11332
9947,author_in_affiliation,1151
7146,paper_in_domain,2070
6338,paper_in_domain,1227
13189,author_write_paper,5026
13914,paper_in_venue,4093
8612,author_write_paper,4444
14755,author_in_affiliation,1832
12024,author_write_paper,14676
6703,author_write_paper,14081
9765,paper_in_domain,1364
11240,author_write_paper,4991
3713,author_write_paper,1056
7086,author_write_paper,13389
14130,paper_in_domain,27
10093,paper_in_domain,2747
14479,paper_cite_paper,14889
10293,paper_in_domain,459
7302,author_write_paper,576
12402,author_write_paper,9052
3199,author_in_affiliation,1337
9026,paper_cite_paper,6055
5085,author_write_paper,8660
7952,paper_in_domain,203
5008,paper_in_domain,1896
12579,paper_cite_paper,10597
13418,paper_cite_paper,13644
10225,paper_in_domain,3018
9965,paper_in_domain,1155
8810,paper_in_domain,1485
5129,paper_in_domain,3759
9882,author_in_affiliation,1331
4935,paper_in_domain,1286
6954,paper_in_domain,2476
16186,author_in_affiliation,2409
8220,author_write_paper,7285
5468,paper_in_domain,387
3992,author_write_paper,9679
15738,author_write_paper,11010
8757,paper_in_domain,2975
5250,paper_in_domain,672
15677,author_in_affiliation,2980
11280,paper_in_domain,1722
12963,paper_cite_paper,11834
5617,paper_in_domain,539
5827,paper_in_venue,4093
13301,paper_in_venue,4109
8599,paper_in_domain,2617
5912,paper_in_domain,1372
1957,author_write_paper,9417
14010,paper_cite_paper,13137
13338,author_in_affiliation,4265
5470,paper_in_domain,1256
12838,author_write_paper,7608
11586,paper_cite_paper,8113
10757,paper_in_venue,4109
9607,paper_in_venue,4097
14455,paper_in_domain,1767
11001,paper_in_domain,2537
12305,paper_cite_paper,6531
9598,paper_cite_paper,7589
5796,paper_in_domain,138
13667,paper_in_domain,1935
11401,paper_in_domain,2684
2443,author_write_paper,9356
6473,paper_in_domain,1644
11879,paper_cite_paper,12508
9199,paper_cite_paper,14327
12615,paper_in_domain,3787
7386,paper_in_domain,383
10044,paper_in_domain,206
11040,paper_cite_paper,9059
13765,author_write_paper,4980
6649,paper_cite_paper,7806
2637,paper_in_venue,4132
10765,paper_in_domain,500
9405,paper_in_domain,656
12811,paper_in_venue,4114
8095,author_in_affiliation,1831
3582,author_write_paper,8454
8330,author_write_paper,11896
7735,author_in_affiliation,4223
9230,author_write_paper,5017
8757,paper_in_domain,2448
13123,author_write_paper,11069
12035,author_in_affiliation,982
7342,paper_cite_paper,5807
8601,author_write_paper,4904
11016,author_write_paper,9199
16025,author_write_paper,11224
13928,paper_cite_paper,8271
14778,paper_in_domain,628
10985,paper_cite_paper,11048
12525,paper_in_domain,2512
4861,paper_in_venue,4132
8075,paper_in_domain,522
14435,author_write_paper,6028
8499,paper_in_domain,2110
1519,author_in_affiliation,920
11016,author_in_affiliation,351
12063,paper_in_domain,2795
14048,paper_cite_paper,7078
13177,paper_in_domain,1901
11876,paper_in_domain,657
992,paper_cite_paper,10490
14066,paper_in_venue,4110
12140,paper_in_domain,425
5758,author_write_paper,4910
9827,paper_in_venue,4123
6893,paper_in_domain,153
7743,author_write_paper,1295
4462,paper_in_venue,4134
8202,paper_in_domain,2795
7078,paper_cite_paper,12233
13302,paper_in_domain,1375
5049,author_write_paper,4816
8659,author_write_paper,14286
9256,paper_in_domain,810
10064,paper_in_domain,764
11410,paper_in_domain,16
5100,paper_in_domain,1461
16156,author_in_affiliation,2804
3254,author_write_paper,8144
10683,author_write_paper,6640
13700,paper_in_domain,2574
12668,paper_cite_paper,14193
4605,paper_in_domain,1431
8114,paper_in_domain,2961
11195,author_write_paper,8856
9573,author_write_paper,8099
10014,paper_cite_paper,4721
3495,author_write_paper,14782
9968,author_write_paper,13594
8057,paper_in_domain,1190
6557,author_write_paper,13014
15404,author_write_paper,13357
10372,author_write_paper,14814
12798,paper_in_domain,1935
8409,paper_in_domain,1945
9779,paper_in_domain,1856
6901,paper_in_domain,2969
5720,author_in_affiliation,4263
12490,paper_in_domain,1478
13367,paper_in_domain,387
7480,paper_in_domain,1730
12000,paper_in_domain,1530
12540,paper_in_venue,4088
13801,paper_cite_paper,12301
983,author_in_affiliation,1474
6223,paper_cite_paper,9657
5097,paper_in_domain,1190
6789,author_in_affiliation,2808
8900,paper_in_domain,812
6829,author_write_paper,13160
12876,author_write_paper,12723
11611,paper_in_domain,655
8354,author_in_affiliation,634
9255,paper_in_domain,1009
15373,author_write_paper,14608
3340,author_in_affiliation,2867
12901,author_in_affiliation,1232
7123,paper_cite_paper,5675
12394,paper_in_domain,354
13871,paper_in_venue,4116
13791,paper_in_domain,2315
9060,paper_in_domain,824
13685,paper_cite_paper,14318
13902,paper_in_domain,2448
14487,paper_in_domain,672
11321,author_in_affiliation,634
6230,paper_in_domain,2060
7705,author_write_paper,4560
